City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
591,Puerto Del Rosario,ES,2021-04-04 23:51:08,28.5004,-13.8627,64.4,68,20,8.05
592,Silver City,US,2021-04-04 23:55:12,32.7701,-108.2803,80.6,12,40,5.75
593,Beloha,MG,2021-04-04 23:55:12,-25.1667,45.05,65.84,88,7,7.63
594,Port Said,EG,2021-04-04 23:55:13,31.2565,32.2841,62.6,77,0,11.5
595,Raga,SS,2021-04-04 23:55:13,8.4596,25.678,76.19,19,53,3.56
596,Weymouth,US,2021-04-04 23:55:14,42.2209,-70.9398,57.0,26,3,12.66
597,Las Vegas,US,2021-04-04 23:52:06,36.175,-115.1372,91.0,4,1,6.91
598,Svetlaya,RU,2021-04-04 23:55:14,46.5389,138.3297,41.74,44,0,4.29
599,Troitskoye,RU,2021-04-04 23:55:15,52.9821,84.6757,25.68,98,9,6.29
600,Buala,SB,2021-04-04 23:55:15,-8.145,159.5921,85.77,69,89,3.62
601,Goianesia,BR,2021-04-04 23:55:15,-15.3175,-49.1175,70.14,89,89,2.33
602,Malokaterynivka,UA,2021-04-04 23:55:16,47.6525,35.2539,33.8,93,100,3.0
603,Suez,EG,2021-04-04 23:55:16,29.9737,32.5263,59.86,38,1,8.41
